duration,credit,rate,residence,age,nocredit,liable,credibility,TNM_check_Status,TNM_history,TIN_purpose_A40,TIN_purpose_A41,TIN_purpose_A410,TIN_purpose_A42,TIN_purpose_A43,TIN_purpose_A44,TIN_purpose_A45,TIN_purpose_A46,TIN_purpose_A48,TIN_purpose_A49,TNM_bonds,TNM_jobex,TIN_s_status_A91,TIN_s_status_A92,TIN_s_status_A93,TIN_s_status_A94,TIN_guarantor_A101,TIN_guarantor_A102,TIN_guarantor_A103,TIN_property_A121,TIN_property_A122,TIN_property_A123,TIN_property_A124,TIN_install_A141,TIN_install_A142,TIN_install_A143,TIN_ph_A191,TIN_ph_A192,TIN_nri_A201,TIN_nri_A202,TNM_job,TIN_house_A151,TIN_house_A152,TIN_house_A153
24,1358,4,3,40,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,4,0,1,0
8,1414,4,2,33,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,3,0,1,0
39,11760,2,3,32,1,1,1,2,4,0,0,0,0,0,0,0,1,0,0,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,1,0,0
33,7253,3,2,35,2,1,1,4,5,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
9,1980,2,2,19,2,1,2,4,3,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
9,1337,4,2,34,2,1,2,3,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1,0
27,8613,2,2,27,2,1,1,4,4,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
18,1028,4,3,36,2,1,1,4,5,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
12,2214,4,3,24,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0
30,2333,4,2,30,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,3,5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,4,0,1,0
11,3905,2,2,36,2,2,1,1,5,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
9,1449,3,2,27,2,1,1,4,3,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
10,781,4,4,63,2,1,1,3,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
21,571,4,4,65,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,1333,4,2,43,2,2,2,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,0,1
10,2315,3,4,52,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
12,1410,2,2,31,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0
12,6468,2,1,52,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,0
24,1603,4,4,55,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
36,3620,1,2,37,1,2,1,1,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
6,1898,1,2,34,2,2,1,4,5,0,0,0,0,1,0,0,0,0,0,5,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
14,8978,1,4,45,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,4,0,1,0
12,2577,2,1,42,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
24,3092,3,2,22,1,1,2,2,3,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,1,0,0
18,1301,4,2,32,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
12,2279,4,4,37,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,5,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,0,0,1
36,3990,3,2,29,1,1,1,2,2,0,0,0,0,0,1,0,0,0,0,5,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
12,1935,4,4,43,3,1,1,4,5,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,1,0
12,1657,2,2,27,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,5804,4,2,27,2,1,1,4,5,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
30,5954,3,2,38,1,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
8,1237,3,4,24,1,1,2,2,3,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
12,2149,4,1,29,1,1,2,1,2,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,1
36,7855,4,2,25,2,1,2,4,5,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,3,0,1,0
27,8318,2,4,42,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,1
21,1188,2,4,39,1,2,2,2,3,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
24,1376,4,1,28,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,3,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
24,1552,3,1,32,1,2,1,4,3,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,0,1,0
24,1413,4,2,28,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
48,7238,3,3,32,2,2,1,4,4,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,3,0,1,0
27,4526,4,2,32,2,2,1,4,5,0,0,0,1,0,0,0,0,0,0,4,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0
10,1521,4,2,31,1,1,1,2,3,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0
18,2659,4,2,28,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,4,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
7,730,4,2,46,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,5,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1,0,0
48,11590,2,4,24,2,1,2,4,5,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,0
48,10127,2,2,44,1,1,2,4,5,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,3,0,0,1
6,2080,1,2,24,1,1,1,4,5,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
36,2145,2,1,24,2,1,2,1,4,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
6,2978,1,2,32,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
36,2394,4,4,25,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,5,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
12,996,4,4,23,2,1,1,4,5,0,0,0,0,0,0,1,0,0,0,5,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,929,4,2,31,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,3,0,1,0
24,2284,4,2,28,1,1,1,4,3,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,0
18,5302,2,4,36,3,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,1
12,1037,3,4,39,1,1,1,2,3,0,0,0,0,0,0,0,0,0,1,2,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
30,2406,4,4,23,1,1,2,1,3,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
12,1262,2,4,49,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,5,5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,1,0
6,3518,2,3,26,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,3,1,0,0
12,2028,4,2,30,1,1,1,2,3,0,1,0,0,0,0,0,0,0,0,5,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
16,1175,2,3,68,3,1,1,2,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
6,1740,2,2,30,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
12,3573,1,1,23,1,1,1,2,5,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
54,15945,3,4,58,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,1,0,0
12,1282,2,4,20,1,1,2,1,3,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
21,3763,2,2,24,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0
12,409,3,3,42,2,1,1,3,2,0,0,0,0,1,0,0,0,0,0,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,1,0,0
24,5507,3,4,44,2,1,1,4,5,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,1
24,4020,2,2,27,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,3,0,1,0
30,6187,1,4,24,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
12,609,4,1,26,1,1,2,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0
18,3850,3,1,27,2,1,1,4,5,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
24,1987,2,4,21,1,2,2,1,3,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0
15,2511,1,4,23,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
48,7476,4,1,50,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,1
28,4006,3,2,45,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0
12,1291,4,2,35,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
6,1957,1,4,31,1,1,1,1,5,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,0,1,0
6,590,3,3,26,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0
6,1554,1,2,24,2,1,1,4,5,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,1,0,0
4,1455,2,1,42,3,2,1,4,5,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0
12,1555,4,4,55,2,2,2,4,4,0,0,0,0,0,0,1,0,0,0,4,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,1
12,7865,4,4,53,1,1,2,1,3,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,0,1
15,950,4,3,33,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
12,2247,2,2,36,2,1,1,3,4,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,3,0,1,0
36,8065,3,2,25,2,1,2,1,5,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,0
24,2603,2,4,28,1,1,1,4,3,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,3,1,0,0
24,1585,4,3,40,2,1,1,4,5,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,1,0
15,1403,2,4,28,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0
6,932,1,3,39,2,1,1,2,5,0,0,0,0,0,0,0,0,1,0,5,4,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,0
28,7824,3,4,40,2,2,1,4,2,0,1,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,3,1,0,0
12,684,4,4,40,1,2,2,1,3,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,0
9,1364,3,4,59,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,3,0,1,0
24,4679,3,3,35,2,1,1,4,4,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,0
